Country,Region,Happiness Score,Log GDP per Capita,Social Support,Life Expectancy,Freedom,Generosity,Perceptions of Corruption,Explained by: Log GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption,year
Myanmar,Southeast Asia,4.308000088,8.680481911000001,0.78440702,58.96171188,0.895075202,0.560663998,0.645124316,0.67809093,1.098178267,0.495443076,0.5974788670000001,0.569813728,0.187530354,2020
Comoros,Sub-Saharan Africa,4.288599968,7.833630085,0.625662446,57.34901047,0.547612607,0.09000840800000001,0.780622602,0.415620774,0.723232806,0.437383324,0.181028232,0.258538276,0.100048535,2020
Togo,Sub-Saharan Africa,4.187200069,7.357711315,0.551312625,54.71989822,0.6498286129999999,0.002667875,0.7577334640000001,0.268116266,0.547622859,0.342731178,0.303539038,0.200774252,0.114826456,2020
Ethiopia,Sub-Saharan Africa,4.186200142,7.509385586,0.743307352,58.63959122,0.740795195,0.043377332000000005,0.7536900040000001,0.315125644,1.001103282,0.483846247,0.41256687,0.227698103,0.117437035,2020
Madagascar,Sub-Saharan Africa,4.165599823,7.281685829,0.668195903,59.10542679,0.5575740929999999,-0.011823639,0.8174856309999999,0.244553208,0.823694348,0.500617027,0.192967549,0.191190064,0.076248638,2020
Egypt,Middle East and North Africa,4.151400089,9.316541672,0.7354478240000001,61.78015137,0.708354175,-0.196878314,0.787726879,0.8752289409999999,0.982539535,0.596911311,0.373684734,0.068801254,0.095461793,2020
Sierra Leone,Sub-Saharan Africa,3.926399946,7.26880312,0.636142015,50.86514282,0.715315044,0.088660747,0.861330688,0.240560383,0.747984946,0.203953966,0.382027686,0.257647008,0.047940936,2020
Burundi,Sub-Saharan Africa,3.775300026,6.492642403,0.490325719,53.40000153,0.626350224,-0.017551597,0.606934547,0.0,0.403575271,0.295212835,0.275399059,0.187401786,0.212186828,2020
Zambia,Sub-Saharan Africa,3.759399891,8.224720001,0.698824465,55.29937744,0.806500256,0.078037128,0.801289678,0.536833763,0.8960372809999999,0.36359334,0.49131754,0.250620902,0.086705238,2020
Haiti,Latin America and Caribbean,3.720799923,7.4113292689999986,0.593247831,55.59862518,0.537825167,0.40053457,0.6847672459999999,0.284734428,0.646671355,0.37436673,0.169297516,0.463909656,0.161935672,2020
Lesotho,Sub-Saharan Africa,3.652800083,7.960488318999999,0.7804957029999999,48.00362396,0.738125861,-0.145732045,0.857392073,0.45493874,1.088940024,0.100934811,0.409367532,0.102627642,0.050483823,2020
India,South Asia,3.573299885,8.849823952000001,0.592200935,60.21518707,0.8814448709999999,0.05755160700000001,0.772042692,0.730576158,0.644198656,0.54057014,0.5811422470000001,0.237072483,0.105587982,2020
Malawi,Sub-Saharan Africa,3.538000107,7.062226295,0.544007301,57.59288788,0.803223193,0.021433279,0.731700778,0.176534727,0.53036809,0.446163297,0.487389833,0.213185057,0.131633952,2020
Yemen,Middle East and North Africa,3.527400017,7.759682655,0.817980587,56.72728348,0.599920273,-0.157735437,0.800287724,0.392701775,1.177477121,0.41500017,0.243721485,0.094689012,0.08735212699999999,2020
Botswana,Sub-Saharan Africa,3.478899956,9.711203575,0.7791217570000001,58.92445374,0.8213281040000001,-0.250394493,0.777930915,0.997548997,1.08569479,0.494101733,0.50908941,0.033407487,0.101786368,2020
Tanzania,Sub-Saharan Africa,3.476200104,7.967665195,0.6889331940000001,57.49607468,0.82153976,0.109668687,0.619799435,0.457163125,0.872674644,0.442677855,0.5093430879999999,0.27154091,0.203880861,2020
Central African Republic,Sub-Saharan Africa,3.475899935,6.625160217,0.31945985600000004,45.20000076,0.640880644,0.082410358,0.891806662,0.041072082,0.0,0.0,0.292814463,0.253513217,0.028264718,2020
Rwanda,Sub-Saharan Africa,3.312299967,7.600104332000001,0.54083544,61.09884644,0.9005894059999999,0.055483952,0.183541179,0.343242675,0.522876322,0.572383285,0.604087889,0.235704988,0.485542476,2020
Zimbabwe,Sub-Saharan Africa,3.2992000580000003,7.8657116889999985,0.7630927559999999,55.61725998,0.711457908,-0.072063953,0.81023699,0.425564021,1.047835231,0.375037611,0.37740472,0.151349187,0.080928579,2020
South Sudan,Sub-Saharan Africa,2.816600084,7.425359726,0.553707123,51.0,0.451313615,0.016518548,0.7634173040000001,0.289082974,0.5532785060000001,0.208809033,0.065609254,0.209934607,0.111156799,2020
Afghanistan,South Asia,2.566900015,7.462860583999999,0.470366955,52.59000015,0.396573007,-0.0964294,0.933686554,0.30070585,0.356433839,0.266051531,0.0,0.135234714,0.001225785,2020
